행정동코드,인구수
33020410,2910
33020420,1834
33020430,13079
33020440,15000
33020510,2434
33020530,22032
33020540,6551
33020550,13729
33020560,4764
33020570,9027
33020580,22137
33020600,8347
33020610,9416
33020620,13592
33020630,34710
33020640,6737
33030110,6546
33030310,1776
33030320,1230
33030330,1875
33030340,2011
33030350,638
33030360,3137
33030370,4626
33030510,17242
33030560,21756
33030590,15337
33030600,14574
33030700,4620
33030710,9860
33030720,10309
33030730,9824
33030740,5372
33041310,2001
33041320,4430
33041330,3565
33041340,6981
33041350,3282
33041510,6399
33041520,6407
33041530,11211
33041540,9843
33041550,28734
33041560,12400
33041570,56624
33041580,43622
33042310,9747
33042320,3340
33042510,3973
33042520,11464
33042530,17134
33042540,18128
33042550,24826
33042560,28356
33042570,13057
33042580,14733
33042590,46221
33043110,39240
33043310,12415
33043320,17364
33043510,13968
33043520,51502
33043530,17174
33043540,52880
33043550,15167
33043560,24320
33043570,30363
33043580,16655
33044110,19602
33044120,69352
33044310,4618
33044510,17323
33044520,12326
33044530,8242
33044540,17292
33044550,47087
33520110,13808
33520310,1604
33520320,1439
33520330,1959
33520340,1527
33520350,2174
33520360,1811
33520370,656
33520380,1583
33520390,1701
33520400,1596
33530110,27893
33530310,3097
33530320,1244
33530330,1793
33530340,2172
33530350,2734
33530360,3725
33530370,2010
33530380,2748
33540110,20347
33540310,3294
33540320,3791
33540330,2041
33540340,1672
33540350,2051
33540360,2811
33540370,883
33540380,2442
33540390,1637
33540400,2761
33550110,32350
33550120,34149
33550320,3068
33550330,3897
33550340,2112
33550350,8402
33550360,12566
33560110,10581
33560310,1906
33560320,1836
33560330,2155
33560340,3193
33560350,2045
33560360,5193
33560370,3284
33560380,2556
33560390,2081
33560400,2516
33570110,16724
33570120,22635
33570310,2939
33570320,3268
33570330,13824
33570340,20939
33570350,8864
33570360,5484
33570370,11975
33580110,9878
33580120,4812
33580310,1532
33580320,2251
33580330,1865
33580340,2995
33580350,1842
33580360,1422
33590140,36367
33590310,1813
34011110,23265
34011310,9984
34011320,4259
34011330,4431
34011340,3552
34011350,2880
34011360,6655
34011370,2300
34011510,5213
34011520,8635
34011530,8115
34011540,9158
34011550,17145
34011560,21881
34011570,42969
34011580,58811
34011590,50368
34012110,27301
34012120,22903
34012130,22005
34012310,9956
34012510,17607
34012520,26804
34012530,12824
34012540,35840
34012550,17213
34012580,39037
34012600,52577
34012610,63656
34012620,31138
34012630,36283
34020110,6654
34020310,2884
34020320,2812
34020330,4987
34020340,3711
34020360,4314
34020370,4783
34020380,4995
34020390,2576
34020400,3087
34020510,4480
34020550,5576
34020560,7017
34020570,22710
34020580,7361
34020590,16446
34030110,5563
34030310,2710
34030320,4961
34030330,4808
34030340,3507
34030350,2363
34030360,3448
34030370,4787
34030380,2098
34030390,1581
34030400,1901
34030510,12839
34030520,6133
34030530,15428
34030540,17561
34030560,6494
34040110,5851
34040120,92653
34040310,3860
34040330,49648
34040340,25320
34040350,32129
34040360,6084
34040370,6753
34040380,3159
34040390,4533
34040400,35532
34040510,10023
34040520,11852
34040530,38920
34040540,18263
34040550,21566
34040560,26363
34050110,12662
34050310,6865
34050320,4902
34050330,3009
34050340,8805
34050350,17005
34050360,9437
34050370,4766
34050380,9209
34050390,5722
34050510,18171
34050520,17845
34050530,8342
34050540,17611
34050550,34235
34060110,7809
34060120,13083
34060310,4332
34060320,3930
34060330,2772
34060340,3605
34060350,3501
34060360,5990
34060370,2297
34060380,6275
34060390,3105
34060400,5458
34060410,1955
34060510,35381
34060520,15199
34070310,13708
34070330,16169
34070340,7283
34070510,7866
34080110,9556
34080120,30754
34080310,5707
34080320,8026
34080330,2099
34080340,4405
34080350,3645
34080360,5095
34080370,5287
34080380,15219
34080390,11728
34080510,38028
34080520,22427
34080530,15739
34510110,22527
34510310,3167
34510320,2661
34510330,2239
34510340,2413
34510350,2888
34510360,1968
34510370,2968
34510380,2996
34510390,9385
34530110,17814
34530310,12005
34530320,3406
34530330,2139
34530340,1382
34530350,2166
34530360,2640
34530370,1328
34530380,1648
34530390,1014
34530400,1507
34530410,2627
34530420,2550
34530430,2802
34530440,2846
34530450,2056
34540110,11047
34540120,12449
34540310,4498
34540320,2005
34540330,1383
34540340,2210
34540350,1288
34540360,1093
34540370,1142
34540380,1807
34540390,2167
34540400,2716
34540410,4770
34550110,10478
34550310,2074
34550320,2078
34550330,3277
34550340,1385
34550350,1839
34550360,2170
34550370,2491
34550380,1984
34550390,2042
34560110,37778
34560120,7645
34560130,33141
34560320,3286
34560330,3232
34560340,2751
34560350,2289
34560360,2128
34560370,2848
34560380,3649
34560390,3431
34570110,30785
34570120,16429
34570310,2304
34570320,2748
34570330,2783
34570340,1615
34570350,2398
34570360,6333
34570370,2300
34570380,4822
34570390,3294
34570400,4037
34580110,28636
34580120,7756
34580310,2306
34580320,5022
34580330,5880
34580340,5110
34580350,4030
34580360,2074
35011600,6292
35011610,7897
35011620,13747
35011630,18683
35011640,11768
35011650,42641
35011660,38279
35011670,11551
35011680,12085
35011690,21172
35011700,12499
35011710,9667
35011720,13652
35011740,9794
35011750,3579
35011760,10449
35011770,4707
35011780,43014
35011790,35930
35012540,17056
35012550,10334
35012560,29749
35012570,25070
35012600,7311
35012610,11750
35012620,13959
35012630,18288
35012650,63939
35012660,26048
35012670,12194
35012690,12053
35012700,36365
35012710,15735
35012721,22377
35020110,2895
35020310,4253
35020320,2825
35020330,3798
35020340,2413
35020350,4116
35020360,2571
35020370,2590
35020380,1981
35020390,3331
35020400,2397
35020510,2056
35020530,4305
35020550,6168
35020560,4900
35020600,3843
35020640,11257
35020650,27716
35020660,7396
35020670,10469
35020680,2737
35020690,53587
35020700,13002
35020710,20773
35020720,20408
35020730,10847
35020740,32839
35030110,6471
35030310,6611
35030320,6422
35030330,1920
35030340,1327
35030350,1619
35030360,2387
35030370,2670
35030380,2941
35030390,2984
35030400,5064
35030410,5116
35030420,4345
35030430,2531
35030440,1441
35030510,2849
35030530,4184
35030550,5852
35030570,20252
35030580,13613
35030590,9934
35030610,36156
35030620,9585
35030650,23507
35030660,20669
35030690,6647
35030700,29875
35030710,12838
35030720,22582
35040110,4834
35040310,4091
35040320,2458
35040330,1913
35040340,2532
35040350,1502
35040360,1571
35040370,1774
35040380,2168
35040390,3153
35040400,2552
35040410,1441
35040420,1959
35040430,1112
35040440,1803
35040510,16474
35040520,2790
35040530,20490
35040540,3095
35040570,5590
35040580,3593
35040590,4255
35040600,10737
35050110,3525
35050310,2285
35050320,985
35050330,1700
35050340,1592
35050350,2000
35050360,1395
35050370,1506
35050380,1423
35050390,838
35050400,1248
35050410,1524
35050420,2007
35050430,2618
35050440,1773
35050450,1901
35050510,2865
35050520,2896
35050540,5845
35050550,5867
35050560,5255
35050570,6744
35050590,15989
35060110,2686
35060310,2105
35060320,3218
35060330,3315
35060340,3672
35060350,1167
35060360,2370
35060370,1551
35060380,1550
35060390,2191
35060400,4708
35060410,2007
35060420,1815
35060430,4132
35060440,1194
35060510,11030
35060520,12805
35060540,12347
35060580,5829
35510110,24304
35510120,25783
35510130,10460
35510320,4449
35510330,15108
35510340,5538
35510350,5114
35510360,4185
35510370,1777
35510380,1829
35510390,2479
35510400,969
35510410,882
35520110,9158
35520310,778
35520320,983
35520330,1301
35520340,734
35520350,1801
35520360,1617
35520370,1660
35520380,2482
35520390,943
35520400,1398
35530110,9256
35530310,2431
35530320,3633
35530330,2398
35530340,3920
35530350,1266
35540110,6760
35540310,1793
35540320,2018
35540330,4004
35540340,1927
35540350,1899
35540360,1437
35550110,7043
35550310,1145
35550320,1409
35550330,1334
35550340,1363
35550350,3193
35550360,1133
35550370,1343
35550380,2875
35550390,1295
35550400,1048
35550410,1094
35560110,10225
35560310,1383
35560320,1694
35560330,1148
35560340,923
35560350,1588
35560360,1562
35560370,1261
35560380,1937
35560390,1762
35560400,2011
35570110,20582
35570310,2236
35570320,2371
35570330,3037
35570340,2448
35570350,2183
35570360,2427
35570370,1615
35570380,2970
35570390,2229
35570400,2957
35570410,1869
35570420,1916
35570430,2531
35580110,19766
35580310,1608
35580320,2317
35580330,2073
35580340,2734
35580350,2176
35580360,4077
35580370,2059
35580380,2179
35580390,1911
35580400,2170
35580410,2288
35580420,1005
36010510,9267
36010520,4481
36010530,3863
36010550,8814
36010560,10198
36010570,11758
36010580,4676
36010600,6178
36010620,4778
36010630,5709
36010640,2387
36010650,5798
36010670,2941
36010680,8614
36010690,15839
36010700,10409
36010710,22370
36010720,14944
36010730,16215
36010740,4895
36010750,10596
36010760,8099
36010770,21872
36020110,13013
36020310,20727
36020320,5510
36020330,5863
36020340,2681
36020350,2006
36020360,1899
36020510,3772
36020520,2511
36020530,3632
36020540,3420
36020550,5191
36020560,3639
36020570,4765
36020580,10621
36020590,7332
36020600,15767
36020610,19051
36020620,12401
36020630,9292
36020640,10005
36020650,30655
36020660,42532
36020670,19014
36020680,7628
36020690,1961
36020700,971
36030110,2213
36030310,2735
36030320,1318
36030330,698
36030340,2899
36030350,5016
36030360,2853
36030370,54167
36030380,14704
36030390,2411
36030400,1598
36030510,3019
36030540,8759
36030550,28602
36030560,7170
36030570,38876
36030580,6726
36030590,7271
36030600,2463
36030610,1759
36030620,2425
36030630,17688
36030660,39114
36030670,16892
36040110,11642
36040310,2182
36040320,2650
36040330,1219
36040340,1936
36040350,2114
36040360,3458
36040370,1685
36040380,4489
36040390,6614
36040400,2831
36040410,1676
36040420,3494
36040510,8228
36040520,2747
36040540,4277
36040550,10716
36040580,2782
36040600,3938
36040610,39340
36060110,46907
36060310,1905
36060320,2613
36060330,4516
36060340,2392
36060350,2372
36060360,1540
36060510,11283
36060530,55578
36060540,10105
36060550,1470
36060560,9709
36510110,14763
36510310,2379
36510320,2663
36510340,3668
36510350,1740
36510360,2271
36510370,2416
36510380,1694
36510390,2136
36510400,4506
36510410,3948
36510420,1126
36520110,7367
36520310,1562
36520320,1546
36520330,2143
36520340,1218
36520350,1752
36520360,1048
36520370,4330
36520380,2076
36520390,1591
36520400,1357
36530110,9869
36530310,1167
36530320,1309
36530330,2277
36530340,2220
36530350,2018
36530360,1266
36530370,2598
36550110,12071
36550120,10139
36550310,2841
36550320,2645
36550330,3800
36550340,3783
36550350,4328
36550360,1785
36550370,1425
36550380,2427
36550390,1187
36550400,2880
36550410,2085
36550420,2781
36550430,1964
36550440,2635
36560110,8045
36560120,10510
36560310,1003
36560320,1255
36560330,979
36560340,1035
36560350,1494
36560360,818
36560370,3350
36560380,3579
36560390,2962
36560400,1003
36570111,38516
36570310,1236
36570320,1738
36570330,900
36570340,1635
36570350,2892
36570360,2716
36570370,1222
36570380,840
36570400,1423
36570420,2869
36570430,1347
36570440,1840
36580110,13870
36580120,4309
36580130,2936
36580310,2018
36580320,2547
36580330,1054
36580340,1944
36580350,864
36580360,1381
36580370,2428
36590110,12501
36590310,4241
36590320,1975
36590330,951
36590340,1621
36590350,2189
36590360,1550
36590370,2483
36590380,1621
36590390,1368
36590400,542
36600110,22833
36600310,2536
36600320,2924
36600330,2558
36600340,5740
36600350,2383
36600360,1800
36600370,2754
36600380,1916
36600390,2248
36600400,4195
36600410,3285
36600420,3564
36600430,3332
36610110,7421
36610120,31668
36610310,1695
36610320,1789
36610330,3315
36610340,3051
36610350,1957
36610360,2995
36610370,1710
36610380,2770
36610390,1952
36620110,11913
36620120,19850
36620130,37522
36620320,2517
36620330,8392
36620340,4156
36620350,1780
36620360,4240
36620370,2543
36630110,7682
36630310,2944
36630320,1616
36630330,3722
36630340,1763
36630350,2720
36630360,2493
36630370,2718
36630380,3351
36640110,22047
36640120,4058
36640130,6421
36640310,1528
36640320,1633
36640330,1352
36640340,2183
36640350,2055
36640360,3473
36640370,4827
36640380,435
36650110,12837
36650310,3331
36650320,3320
36650330,1874
36650340,2706
36650350,5265
36650360,3773
36650370,1410
36650380,1221
36650390,2491
36650400,1839
36660110,16900
36660120,3891
36660130,5063
36660310,3095
36660320,3374
36660330,4311
36660340,2201
36660350,2255
36660360,2642
36660370,942
36660380,2739
36660390,769
36670110,9868
36670310,2805
36670320,3840
36670330,4078
36670340,3369
36670350,2839
36670360,2649
36680110,4447
36680120,5539
36680310,1604
36680320,2924
36680330,2202
36680340,3278
36680350,2344
36680360,3243
36680370,1410
36680380,1326
36680390,1433
36680400,3068
36680410,901
36680420,1853
37011110,7452
37011120,27771
37011130,57054
37011310,3281
37011320,9158
37011330,3903
37011350,1831
37011550,11333
37011560,4682
37011570,2394
37011580,30970
37011590,23652
37011600,23023
37011610,16040
37012110,54070
37012310,2690
37012320,4446
37012330,2623
37012340,4614
37012350,2635
37012360,1247
37012580,16182
37012610,19909
37012630,31346
37012640,21026
37012650,68287
37012660,8626
37012670,14010
37012680,18820
37020110,5721
37020120,21969
37020130,9682
37020140,26320
37020320,6023
37020330,4329
37020340,2961
37020350,2931
37020360,21565
37020370,6308
37020380,5690
37020390,3772
37020510,5275
37020550,22370
37020580,5150
37020590,14737
37020620,25411
37020630,26663
37020640,21133
37020660,9769
37020670,1621
37020680,5714
37020690,3619
37030110,7522
37030310,2848
37030320,2914
37030330,2132
37030340,3120
37030350,4211
37030360,2748
37030370,3081
37030380,1657
37030390,1965
37030400,2493
37030410,1407
37030420,1108
37030430,1984
37030440,918
37030550,3403
37030560,25886
37030580,20244
37030590,10612
37030600,6057
37030610,6993
37030620,22884
37040110,6889
37040310,3558
37040320,2707
37040330,3987
37040340,6991
37040350,2391
37040360,1822
37040370,1867
37040380,2649
37040390,2450
37040400,1529
37040410,1588
37040420,1413
37040430,1537
37040510,5272
37040520,4469
37040540,25904
37040560,11956
37040580,5797
37040590,5764
37040600,19761
37040610,15010
37040620,8189
37040630,10192
37050110,13339
37050120,38554
37050130,31587
37050310,1672
37050320,1512
37050330,1998
37050340,3391
37050360,2769
37050510,22823
37050550,26478
37050560,1837
37050570,37666
37050590,12404
37050600,15114
37050610,4750
37050620,2954
37050660,4134
37050670,29842
37050690,17533
37050700,46502
37050710,17214
37050720,46352
37050730,12820
37050740,4629
37050750,9491
37060110,11200
37060310,2055
37060320,1277
37060330,1899
37060340,1983
37060350,2875
37060360,2321
37060370,1774
37060380,1579
37060390,2653
37060510,7058
37060530,5521
37060550,3373
37060580,4349
37060590,6191
37060600,10076
37060610,7144
37060620,15157
37060630,10666
37070110,10488
37070310,3980
37070320,3925
37070330,2880
37070340,2061
37070350,2931
37070360,1194
37070370,3991
37070380,6028
37070390,4182
37070400,3202
37070510,27034
37070520,9127
37070530,4564
37070540,9721
37070550,4215
37080110,6013
37080320,1243
37080330,3689
37080340,2321
37080350,3622
37080360,1434
37080370,1803
37080380,2751
37080390,2523
37080400,2131
37080410,2558
37080420,1405
37080430,2261
37080440,1414
37080450,1910
37080460,1833
37080470,796
37080480,3546
37080520,11067
37080530,9240
37080540,8746
37080550,7558
37080560,3075
37080570,9519
37090110,6494
37090120,3684
37090310,2198
37090320,2749
37090330,2270
37090340,2427
37090350,1911
37090360,3315
37090370,2329
37090570,5206
37090580,6423
37090590,8247
37090600,2886
37090610,15366
37100110,39485
37100120,43674
37100130,22741
37100310,5418
37100320,6675
37100330,2977
37100340,3543
37100360,2842
37100510,5924
37100520,41673
37100530,32071
37100540,18717
37100550,24054
37100560,10950
37100570,37785
37520110,12065
37520310,1769
37520320,1481
37520330,1610
37520340,1476
37520350,1415
37520360,1390
37520370,3884
37520380,3791
37520390,2370
37520400,1587
37520410,1506
37520420,1544
37520430,4194
37520440,3471
37520450,766
37520460,1962
37520470,813
37530110,4827
37530320,2316
37530330,1979
37530340,2210
37530350,2363
37530360,1584
37530370,6016
37530380,1784
37540110,6501
37540310,1934
37540320,1549
37540330,1615
37540340,1585
37540350,1875
37550110,9922
37550310,5571
37550320,2198
37550330,962
37550340,1776
37550350,2483
37550360,5793
37550370,2512
37550380,1438
37560110,7866
37560120,10676
37560310,2041
37560320,4000
37560330,2257
37560340,4484
37560350,1729
37560360,2995
37560370,3431
37570120,9346
37570310,1371
37570320,1690
37570330,2592
37570340,9204
37570350,2013
37570360,1492
37570370,3226
37580110,13778
37580310,6136
37580320,3290
37580330,2902
37580340,1861
37580351,1088
37580360,2102
37580370,2741
37580380,3990
37580390,3180
37590110,32103
37590120,22829
37590130,30422
37590310,4080
37590320,5201
37590330,3451
37590360,8793
37590370,3164
37600110,14134
37600121,20260
37600310,1984
37600340,2316
37600350,1468
37600370,2373
37600380,2146
37600390,1440
37600400,2437
37600410,2735
37600420,1093
37600430,1223
37610110,9008
37610310,2669
37610320,1799
37610330,1812
37610340,4074
37610350,1908
37610360,1786
37610370,1377
37610380,1997
37610390,1542
37620110,12770
37620120,2487
37620310,6966
37620330,2565
37620350,2304
37620360,1525
37620370,6290
37620380,7300
37620390,1063
37620400,2004
37630110,5950
37630310,1299
37630320,1266
38030110,8037
38030310,3957
38030320,9134
38030330,2122
38030340,1933
38030350,2364
38030360,1502
38030370,1673
38030380,1323
38030390,3099
38030400,19540
38030410,4259
38030420,1532
38030430,3635
38030440,1045
38030450,2134
38030650,11438
38030660,25216
38030670,25413
38030680,11397
38030690,9859
38030700,19892
38030710,40210
38030720,28494
38030730,9390
38030740,9853
38030750,12961
38030760,33174
38030770,18558
38030780,23001
38050110,4442
38050310,11812
38050320,3143
38050330,30794
38050340,2016
38050350,1932
38050360,1400
38050520,2444
38050530,3349
38050540,8113
38050550,9727
38050560,13091
38050620,8731
38050630,10117
38050640,9093
38060110,17301
38060310,13241
38060320,18025
38060330,6930
38060340,1822
38060350,3104
38060360,2603
38060370,3196
38060510,5769
38060520,4790
38060530,6099
38060550,14416
38060570,7078
38060590,4844
38070110,58521
38070320,21551
38070330,8131
38070340,9219
38070350,4547
38070360,4058
38070370,4800
38070510,9803
38070520,8854
38070530,9869
38070540,70886
38070550,81354
38070560,9057
38070580,39574
38070590,36758
38070600,6647
38070610,57662
38070620,36916
38070630,71654
38080110,7082
38080120,6838
38080310,5604
38080320,3097
38080330,3140
38080340,3378
38080350,4383
38080360,7802
38080370,3331
38080380,4666
38080390,1802
38080510,2508
38080520,17397
38080530,5507
38080540,18753
38080550,7247
38090310,7565
38090320,2818
38090330,1413
38090340,7014
38090350,2680
38090360,12018
38090370,8767
38090380,4150
38090390,3936
38090530,8693
38090540,27861
38090550,7624
38090560,24196
38090570,25402
38090580,36139
38090590,33319
38090600,21656
38090610,6033
38100120,115169
38100310,52516
38100320,2878
38100330,13497
38100340,7619
38100520,21682
38100530,9052
38100540,28392
38100550,20907
38100560,27753
38100570,19757
38100580,11111
38100590,29296
38111110,17939
38111310,42096
38111320,6911
38111510,47749
38111520,25854
38111530,38484
38111540,31768
38112510,38269
38112520,39282
38112530,25736
38112540,43638
38112550,36610
38112560,26147
38112570,8680
38112580,25778
38113310,3934
38113320,11585
38113330,3451
38113340,3646
38113510,13971
38113520,4792
38113530,42454
38113540,10767
38113570,8174
38113580,8781
38113640,6318
38113650,11327
38113660,12889
38113670,17745
38113680,18431
38114110,59935
38114510,9305
38114520,9272
38114550,5219
38114560,10142
38114570,31684
38114580,8454
38114590,8437
38114600,7981
38114610,8822
38114620,4005
38114630,15609
38115540,7621
38115550,3492
38115560,10177
38115570,6726
38115580,16706
38115590,8226
38115600,19751
38115610,9009
38115620,24043
38115630,13850
38115640,8503
38115650,45395
38115660,15473
38510110,8884
38510310,1591
38510320,1199
38510330,976
38510340,1434
38510350,1362
38510360,1227
38510370,1677
38510380,687
38510390,2581
38510400,961
38510410,992
38510420,1038
38520110,16824
38520120,18500
38520310,2297
38520320,6736
38520330,3011
38520340,3192
38520350,5745
38520360,1955
38520380,2591
38520390,824
38530110,15890
38530120,11737
38530310,1752
38530320,1469
38530330,3832
38530340,2175
38530350,1545
38530360,2316
38530370,2356
38530380,5365
38530390,1799
38530400,2585
38530410,1439
38530420,3506
38540110,22480
38540310,1896
38540320,1732
38540330,2454
38540340,1450
38540350,1491
38540360,782
38540370,1309
38540380,1017
38540390,932
38540400,3278
38540410,1610
38540420,3080
38540430,4153
38550110,11961
38550310,3470
38550320,1583
38550330,3646
38550340,2202
38550350,3113
38550360,2238
38550370,3084
38550380,2545
38550390,5169
38560110,8710
38560310,2606
38560320,3026
38560330,1777
38560340,1726
38560350,1873
38560360,3009
38560370,2475
38560380,5247
38560390,1484
38560400,1474
38560410,1209
38560420,4088
38570110,6434
38570310,1245
38570320,949
38570330,1791
38570340,2984
38570350,1604
38570360,3779
38570370,5405
38570380,5328
38570390,1154
38570400,1807
38580110,16602
38580310,1836
38580320,1382
38580330,1528
38580340,2234
38580350,1882
38580360,4028
38580370,1265
38580380,1711
38580390,1437
38580400,1168
38590110,39190
38590310,1389
38590320,1703
38590330,1296
38590340,1436
38590350,1799
38590360,1851
38590370,2271
38590380,1317
38590390,1540
38590400,3351
38590410,1250
38600110,10351
38600310,1256
38600320,1345
38600330,3672
38600340,2189
38600350,2043
38600360,2087
38600370,1108
38600380,746
38600390,1442
38600400,1272
38600410,1723
38600420,1522
38600430,2843
38600440,1563
38600450,1738
38600460,2050
39010110,22103
39010120,37757
39010130,14798
39010140,25346
39010310,9401
39010320,1866
39010330,1527
39010510,2124
39010520,30740
39010530,7634
39010540,47194
39010550,12635
39010560,8090
39010570,6405
39010580,13613
39010590,8729
39010600,23195
39010610,25848
39010620,5133
39010630,43692
39010640,16006
39010650,43648
39010660,56410
39010670,22235
39010680,4466
39010690,3313
39020110,22457
39020120,17727
39020130,15475
39020310,12382
39020320,12422
39020510,4124
39020520,2161
39020530,3019
39020540,3346
39020550,5233
39020560,5282
39020570,22426
39020580,10804
39020590,14715
39020600,13438
39020610,12053
39020620,3845
