ADM_CD,ADM_NM,lat,lon,area_km2
21110700,구서2동,35.25755,129.079948,3.6124
21110710,금성동,35.254094,129.053924,8.4805
21110720,서3동,35.220302,129.104805,0.9215
21110730,금사회동동,35.233059,129.123119,5.524
21110740,장전2동,35.231017,129.07394,3.6052
21120510,대저1동,35.211049,128.966011,17.7301
21120520,대저2동,35.160474,128.942623,29.2429
21120530,강동동,35.180577,128.918648,18.5038
21120550,가락동,35.185437,128.89444,18.9571
21120561,녹산동,35.129192,128.855362,52.8174
21120562,신호동,35.082883,128.875976,4.5981
21120580,가덕도동,35.043312,128.824943,27.5507
21120590,명지1동,35.110124,128.915316,12.4283
21120600,명지2동,35.072626,128.905016,3.831
21130510,거제1동,35.193836,129.07747,1.2995
21130520,거제2동,35.188729,129.060109,1.8906
21130530,거제3동,35.182743,129.071924,0.5281
21130540,거제4동,35.180909,129.065578,0.5257
21130550,연산1동,35.188681,129.090008,0.7751
21130560,연산2동,35.171944,129.081262,1.1586
21130570,연산3동,35.169033,129.091555,0.7995
21130580,연산4동,35.183777,129.087397,0.8282
21130590,연산5동,35.183995,129.078242,0.6984
21130600,연산6동,35.170677,129.088544,1.3601
21130620,연산8동,35.186346,129.097039,0.7481
21130630,연산9동,35.184026,129.107046,1.523
21140510,남천1동,35.144459,129.107778,1.1759
21140520,남천2동,35.143344,129.114484,0.5034
21140530,수영동,35.170473,129.117657,0.7323
21140540,망미1동,35.171428,129.100732,1.8727
21140550,망미2동,35.177103,129.114711,0.7595
21140560,광안1동,35.162777,129.111635,0.946
21140570,광안2동,35.154401,129.115399,0.6656
21140580,광안3동,35.167785,129.110803,0.5637
21140590,광안4동,35.156752,129.104739,1.5336
21140600,민락동,35.159487,129.125662,1.5826
21150510,삼락동,35.175103,128.972322,6.7013
21150520,모라1동,35.188244,128.989984,1.7323
21150540,모라3동,35.182655,129.006965,3.2931
21150550,덕포1동,35.16971,128.987065,0.5549
21150560,덕포2동,35.176353,128.988938,1.621
21150570,괘법동,35.166127,128.993164,3.4342
21150600,주례1동,35.15569,129.000473,1.3217
21150610,주례2동,35.152469,129.01063,2.3181
21150620,주례3동,35.145273,129.001316,1.1575
21150630,학장동,35.137706,128.98884,5.5032
21150640,엄궁동,35.130009,128.97059,5.0628
21150650,감전동,35.150248,128.97902,3.4992
21510110,기장읍,35.225842,129.207287,39.8263
21510111,일광읍,35.287108,129.223382,36.0119
21510120,장안읍,35.349467,129.247186,51.3863
21510130,정관읍,35.33602,129.177901,38.1924
21510330,철마면,35.28197,129.15445,54.2293
22010540,삼덕동,35.865173,128.604487,0.6432
22010560,성내1동,35.868425,128.597186,0.7746
22010590,성내2동,35.87055,128.589188,0.9389
22010610,성내3동,35.874961,128.58252,0.7495
22010620,대신동,35.86733,128.578958,0.4934
22010640,남산1동,35.860096,128.592757,0.3838
22010650,남산2동,35.864124,128.58818,0.3739
22010660,남산3동,35.859883,128.586001,0.4019
22010670,남산4동,35.860934,128.579251,0.4527
22010680,대봉1동,35.859403,128.604505,0.5536
22010690,대봉2동,35.85764,128.598733,0.282
22010700,동인동,35.870296,128.60761,0.9937
22020510,신암1동,35.885356,128.618323,0.6171
22020520,신암2동,35.877915,128.611994,0.36
22020530,신암3동,35.879759,128.620939,0.6015
22020540,신암4동,35.884684,128.628213,1.1481
22020550,신암5동,35.888856,128.634119,0.5259
22020560,신천1·2동,35.871909,128.616055,0.4453
22020580,신천3동,35.872532,128.622405,0.7408
22020590,신천4동,35.872831,128.629761,0.7875
22020600,효목1동,35.881931,128.645528,1.321
22020610,효목2동,35.877174,128.638078,0.7767
22020620,도평동,35.926446,128.68683,21.2737
22020630,불로·봉무동,35.921999,128.642179,7.6066
22020650,지저동,35.898607,128.639968,2.2639
22020660,동촌동,35.893882,128.652534,3.2404
22020680,방촌동,35.877881,128.664653,1.329
22020690,해안동,35.898392,128.685005,13.2559
22020710,공산동,35.975197,128.677121,83.4354
22020730,안심1동,35.865452,128.695652,3.3026
22020740,안심2동,35.901852,128.713445,13.4147
22020760,안심3동,35.86358,128.738439,5.9447
22020770,안심4동,35.869741,128.717356,2.6157
22020780,혁신동,35.891376,128.738034,16.5503
22030510,내당1동,35.862044,128.561712,0.5795
22030520,내당2·3동,35.865085,128.571178,0.4981
22030530,내당4동,35.859197,128.550832,0.7864
22030540,비산1동,35.881927,128.566579,0.4407
22030550,비산2·3동,35.876546,128.574414,0.5444
22030560,비산4동,35.869956,128.572469,0.4101
22030570,비산5동,35.886367,128.568207,0.3415
22030580,비산6동,35.87569,128.569357,0.276
22030590,비산7동,35.887762,128.549762,2.8505
22030600,평리1동,35.876486,128.56536,0.3847
22030610,평리2동,35.869152,128.565712,0.2905
22030620,평리3동,35.876041,128.558769,0.7837
22030630,평리4동,35.867556,128.558003,0.7358
22030640,평리5동,35.872213,128.550825,0.4186
22030650,평리6동,35.879002,128.549915,0.7146
22030660,상중이동,35.872501,128.53448,6.7439
22030680,원대동,35.884051,128.576472,0.6048
22040510,이천동,35.851424,128.602209,1.0816
22040530,봉덕1동,35.846547,128.598124,0.5261
22040540,봉덕2동,35.824414,128.597855,3.2549
22040550,봉덕3동,35.831569,128.592627,2.6559
22040560,대명1동,35.842995,128.576214,0.478
22040570,대명2동,35.852562,128.589699,0.8592
22040580,대명3동,35.852996,128.579409,0.987
22040590,대명4동,35.846695,128.571193,0.7287
22040600,대명5동,35.843937,128.586205,0.8871
22040610,대명6동,35.82844,128.571301,1.8169
22040640,대명9동,35.828799,128.581032,3.0894
22040650,대명10동,35.840756,128.566808,0.531
22040660,대명11동,35.831004,128.562489,0.9034
22050510,고성동,35.881275,128.58508,0.5277
22050520,칠성동,35.879326,128.596964,1.3553
22050550,침산1동,35.899755,128.584509,1.5723
22050560,침산2동,35.887049,128.595495,0.7757
22050570,침산3동,35.892364,128.588097,1.0352
22050610,산격1동,35.897088,128.597544,0.9459
22050620,산격2동,35.90639,128.607928,2.2246
22050630,산격3동,35.892054,128.609821,1.1893
22050640,산격4동,35.894249,128.602996,0.7427
22050650,복현1동,35.893016,128.616515,0.4578
22050660,복현2동,35.898646,128.623157,1.7909
22050700,검단동,35.917294,128.622325,3.8379
22050710,무태조야동,35.937488,128.60169,22.8891
22050740,태전2동,35.918709,128.550539,2.0191
22050750,관문동,35.904957,128.536922,14.6836
22050760,읍내동,35.959552,128.543308,5.908
22050770,관음동,35.944777,128.540429,2.9918
22050780,태전1동,35.925884,128.540055,2.4314
22050790,구암동,35.932382,128.567408,4.1579
22050810,노원동,35.894622,128.569354,3.0288
22050820,동천동,35.939281,128.559119,1.1169
22050830,국우동,35.960202,128.581268,17.1301
22050840,대현동,35.882841,128.607056,0.8621
22060510,범어1동,35.853766,128.627026,1.163
22060520,범어2동,35.862826,128.633321,1.0242
22060530,범어3동,35.864103,128.622937,0.5789
22060540,범어4동,35.853898,128.638186,1.0994
22060550,만촌1동,35.870801,128.649594,2.7853
22060560,만촌2동,35.861525,128.649748,1.776
22060570,만촌3동,35.850601,128.65018,1.7913
22060580,수성1가동,35.854863,128.610841,0.5995
22060590,수성2·3가동,35.855206,128.617371,0.6461
22060600,수성4가동,35.862662,128.616165,0.6307
22060610,황금1동,35.840946,128.637815,2.595
22060620,황금2동,35.845108,128.622422,1.1785
22060630,중동,35.84467,128.612312,0.8966
22060640,상동,35.833347,128.611536,1.3267
22060650,파동,35.812419,128.614133,5.8285
22060660,두산동,35.828502,128.620607,1.9587
22060670,지산1동,35.830113,128.637697,2.8468
22060680,지산2동,35.818095,128.631751,1.7061
22060690,범물1동,35.809978,128.660405,5.6659
22060700,범물2동,35.810319,128.644318,2.0954
22060710,고산1동,35.811633,128.6995,8.8532
22060720,고산2동,35.838397,128.67706,24.5108
22060730,고산3동,35.848777,128.714063,5.231
22070550,두류3동,35.851634,128.555182,1.1737
22070560,본리동,35.839917,128.538229,1.0915
22070570,감삼동,35.848015,128.540071,1.1087
22070580,죽전동,35.854496,128.538995,0.8082
22070590,장기동,35.842801,128.519655,2.8003
22070600,이곡1동,35.857147,128.511459,1.8179
22070610,신당동,35.849004,128.485512,9.0042
22070630,월성2동,35.827876,128.504297,6.994
22070650,상인1동,35.81947,128.54124,1.5015
22070660,상인2동,35.813103,128.538414,0.9284
22070670,상인3동,35.811674,128.564948,3.6735
22070680,도원동,35.794858,128.557024,10.5948
22070690,송현1동,35.823825,128.558075,2.4272
22070700,송현2동,35.830946,128.548263,0.9629
22070710,본동,35.833709,128.539543,1.1007
22070720,용산1동,35.855033,128.528428,1.3202
22070730,용산2동,35.859814,128.520116,1.5118
22070740,이곡2동,35.850388,128.503696,2.2091
22070750,성당동,35.844559,128.556322,1.9694
22070760,두류1·2동,35.856341,128.567157,1.2971
22070770,월성1동,35.824698,128.527034,1.8922
22070780,진천동,35.802145,128.52702,5.0857
22070790,유천동,35.816458,128.514647,1.2438
22510110,화원읍,35.7867,128.512095,26.3883
22510120,논공읍,35.751824,128.434431,44.4373
22510130,다사읍,35.872474,128.465888,36.1807
22510140,유가읍,35.683512,128.487923,56.2582
22510150,옥포읍,35.768251,128.478723,46.8666
22510160,현풍읍,35.688366,128.425732,25.1154
22510310,가창면,35.757904,128.619675,109.8904
22510320,하빈면,35.898034,128.429283,38.7927
22510360,구지면,35.656737,128.403231,38.8745
22520111,군위읍,36.237108,128.572775,83.5943
22520311,소보면,36.262443,128.476857,99.8251
22520312,효령면,36.138297,128.597152,98.3623
22520313,부계면,36.062205,128.660299,64.7614
22520314,우보면,36.169941,128.659698,60.1895
22520315,의흥면,36.170473,128.738207,54.5357
22520316,산성면,36.100979,128.709634,37.1552
22520317,삼국유사면,36.15118,128.820401,114.6499
23010520,연안동,37.451021,126.609148,5.7556
23010530,신포동,37.467597,126.624244,1.59
23010540,신흥동,37.445096,126.626824,3.5361
23010560,도원동,37.467107,126.640125,0.2608
23010570,율목동,37.470138,126.634927,0.1829
23010580,동인천동,37.475083,126.628784,0.6259
23010630,용유동,37.433582,126.407739,39.1186
23010640,운서동,37.472696,126.460163,52.7981
23010650,영종동,37.509222,126.534593,35.8502
23010670,개항동,37.476,126.608226,2.8767
23010681,영종1동,37.486854,126.556976,2.1977
23010691,영종2동,37.495599,126.56931,3.6868
23020510,만석동,37.486253,126.620907,1.1335
23020520,화수1·화평동,37.480605,126.630177,0.2871
23020530,화수2동,37.485214,126.631474,0.5926
23020550,송현1·2동,37.478091,126.635754,0.3331
23020570,송현3동,37.488561,126.640859,2.2348
23020580,송림1동,37.475283,126.638619,0.1961
23020590,송림2동,37.476728,126.642988,0.1981
23020600,송림3·5동,37.472929,126.648262,0.5197
23020610,송림4동,37.481407,126.658935,0.7994
23020630,송림6동,37.481719,126.648261,0.5583
23020640,금창동,37.471731,126.640432,0.2892
23040510,옥련1동,37.420178,126.649624,2.1667
23040520,선학동,37.429548,126.697494,2.4344
23040530,연수1동,37.425103,126.680051,1.6378
23040540,연수2동,37.41331,126.68406,0.9704
23040550,연수3동,37.419486,126.68842,0.8637
23040560,청학동,37.424814,126.666496,2.3879
23040570,동춘1동,37.408728,126.659661,3.8202
23040580,동춘2동,37.400912,126.671005,1.2792
23040590,동춘3동,37.407961,126.678128,0.7073
23040600,옥련2동,37.428679,126.646472,1.9928
23040640,송도1동,37.365941,126.628447,11.1257
23040650,송도3동,37.366818,126.664395,16.7603
23040660,송도2동,37.40092,126.640128,3.6027
23040680,송도4동,37.391639,126.622796,6.9564
23040690,송도5동,37.417524,126.619037,6.4423
23050510,구월1동,37.444795,126.712367,1.6771
23050521,구월2동,37.456472,126.715425,0.8332
23050530,구월3동,37.448598,126.701683,1.8371
23050540,구월4동,37.448435,126.722593,1.0414
23050550,간석1동,37.459832,126.701984,0.9464
23050561,간석2동,37.461265,126.711182,0.5753
23050570,간석3동,37.469365,126.715482,1.6495
23050580,간석4동,37.466888,126.696532,1.065
23050590,만수1동,37.450644,126.735284,0.7563
23050600,만수2동,37.463815,126.735851,0.8533
23050610,만수3동,37.466831,126.729489,1.265
23050620,만수4동,37.457286,126.737784,0.9689
23050630,만수5동,37.456158,126.726336,0.5438
23050640,만수6동,37.441931,126.740076,1.7175
23050670,남촌도림동,37.425645,126.72088,9.8455
23050720,논현1동,37.409504,126.738682,3.8147
23050730,논현2동,37.40761,126.708272,3.2623
23050740,논현고잔동,37.394402,126.702198,10.9736
23050750,장수서창동,37.451183,126.760681,11.4269
23050760,서창2동,37.426783,126.748165,2.512
23060510,부평1동,37.496155,126.720328,1.0959
23060520,부평2동,37.479159,126.721223,2.2901
23060530,부평3동,37.484325,126.708752,0.9751
23060540,부평4동,37.501483,126.726002,1.053
23060550,부평5동,37.49529,126.730795,0.8725
23060560,부평6동,37.485401,126.726565,0.7562
23060570,산곡1동,37.504488,126.696264,2.2965
23060580,산곡2동,37.503502,126.705431,0.8131
23060590,산곡3동,37.492138,126.705286,1.6384
23060600,산곡4동,37.500863,126.712084,0.6914
23060610,청천1동,37.517838,126.694249,2.0855
23060620,청천2동,37.515141,126.713407,2.8179
23060630,갈산1동,37.518638,126.72683,1.1003
23060640,갈산2동,37.510477,126.726862,0.6737
23060650,삼산1동,37.520343,126.747044,1.968
23060660,부개1동,37.48386,126.735569,0.9279
23060670,부개2동,37.493153,126.73812,0.6583
23060680,부개3동,37.50225,126.73818,0.8698
23060690,일신동,37.475135,126.748649,4.3278
23060700,십정1동,37.477984,126.694859,1.7398
23060710,십정2동,37.473285,126.702719,1.0899
23060720,삼산2동,37.51251,126.738872,1.3516
23070510,효성1동,37.534124,126.70811,2.0768
23070520,효성2동,37.530094,126.697897,2.9085
23070530,계산1동,37.540755,126.71794,1.4564
23070540,계산2동,37.547623,126.720278,1.5829
23070550,계산3동,37.53951,126.731724,0.5219
23070560,작전1동,37.529502,126.729914,0.8314
23070570,작전2동,37.530723,126.722636,0.9719
23070580,작전서운동,37.530377,126.748035,3.2763
23070610,계양2동,37.548659,126.740996,4.1561
23070620,계산4동,37.53847,126.739931,0.8503
23070630,계양1동,37.571713,126.726146,17.0594
23070640,계양3동,37.569421,126.765163,9.8105
23080510,검암경서동,37.566045,126.66643,14.997
23080531,연희동,37.547924,126.68293,9.3763
23080541,가정1동,37.528983,126.671082,2.4971
23080550,가정2동,37.528608,126.681213,1.2906
23080560,가정3동,37.518086,126.681633,0.5889
23080580,석남1동,37.510079,126.66839,1.1464
23080590,석남2동,37.503005,126.657885,2.7232
23080600,석남3동,37.506611,126.68144,1.4498
23080620,가좌1동,37.491576,126.662276,4.3422
23080630,가좌2동,37.494586,126.685759,0.7239
23080640,가좌3동,37.487933,126.68031,1.9403
23080650,가좌4동,37.4859,126.688125,1.8989
23080730,신현원창동,37.51341,126.630982,10.1025
23080740,청라1동,37.530747,126.655505,2.4684
23080780,청라2동,37.533549,126.640855,4.9192
23080790,청라3동,37.535563,126.617571,13.1855
23080800,검단동,37.612455,126.652346,8.0129
23080810,불로대곡동,37.617876,126.677235,10.8083
23080840,오류왕길동,37.581952,126.621813,29.9998
23080850,당하동,37.588944,126.678835,2.3378
23080860,마전동,37.596391,126.673452,1.2124
23080870,원당동,37.592834,126.697047,2.5987
23080880,아라동,37.591268,126.711363,3.9591
23090520,숭의2동,37.460879,126.647729,0.5315
23090540,숭의4동,37.462359,126.657155,0.7927
23090560,용현2동,37.456566,126.643018,0.6651
23090570,용현3동,37.455391,126.652743,0.4316
23090590,용현5동,37.448941,126.639437,1.9579
23090600,학익1동,37.438664,126.6517,4.9515
23090610,학익2동,37.443258,126.67039,0.8349
23090620,도화1동,37.462307,126.669281,1.0032
23090650,주안1동,37.461976,126.680628,0.6475
23090660,주안2동,37.455513,126.671839,1.0084
23090670,주안3동,37.448481,126.671478,0.4592
23090680,주안4동,37.454437,126.68703,0.9804
23090690,주안5동,37.469133,126.680593,1.1636
23090700,주안6동,37.461005,126.690946,0.6584
23090710,주안7동,37.44718,126.677764,0.4837
23090720,주안8동,37.447357,126.685209,0.7764
23090730,관교동,37.442705,126.694448,0.8991
23090740,문학동,37.436578,126.685494,1.7127
23090750,숭의1·3동,37.465789,126.645934,0.6885
23090760,용현1·4동,37.451784,126.659069,1.4184
23090770,도화2·3동,37.473427,126.662384,2.8734
23510110,강화읍,37.751879,126.4882,25.0018
23510310,선원면,37.716037,126.486248,21.4027
23510320,불은면,37.683937,126.481929,31.6108
23510330,길상면,37.627204,126.498027,35.3658
23510340,화도면,37.618872,126.423978,42.404
23510350,양도면,37.672388,126.432397,35.6166
23510360,내가면,37.72295,126.393895,29.9069
23510370,하점면,37.762353,126.400841,36.3695
23510380,양사면,37.801793,126.402664,27.2853
23510390,송해면,37.778942,126.459594,22.2946
23510400,교동면,37.786761,126.265434,47.027
23510410,삼산면,37.69882,126.319989,45.706
23510420,서도면,37.662136,126.199607,13.1489
23520310,북도면,37.533227,126.399641,19.2191
23520320,연평면,37.659967,125.698814,7.2954
23520330,백령면,37.953673,124.674973,51.353
23520340,대청면,37.814676,124.709019,15.8391
23520350,덕적면,37.194015,126.086559,41.5039
23520360,자월면,37.189907,126.245493,20.1848
23520370,영흥면,37.25566,126.466105,29.8481
24010510,충장동,35.150558,126.915487,1.0896
24010540,동명동,35.150503,126.925473,0.4286
24010560,계림1동,35.15941,126.917497,0.6231
24010580,계림2동,35.16017,126.92385,0.5687
24010590,산수1동,35.155942,126.928531,0.5739
24010610,산수2동,35.156907,126.93788,0.8744
24010620,지산1동,35.150095,126.931245,0.3458
24010630,지산2동,35.1484,126.944086,2.2022
24010640,서남동,35.142628,126.92736,1.4677
24010680,학동,35.136715,126.924792,0.7922
24010710,학운동,35.12858,126.96317,11.2014
24010720,지원1동,35.127707,126.937277,1.1189
24010730,지원2동,35.101825,126.950662,27.4154
24020510,양동,35.152402,126.902432,0.4643
24020530,양3동,35.157711,126.895206,0.3119
24020540,농성1동,35.156071,126.889052,0.9186
24020550,농성2동,35.150581,126.886598,0.4627
24020560,광천동,35.165428,126.880163,1.1392
24020570,유덕동,35.163741,126.846029,6.2642
24020580,상무1동,35.156223,126.862074,1.5035
24020590,상무2동,35.146526,126.861573,1.6481
24020600,화정1동,35.155309,126.876827,0.8605
24020610,화정2동,35.145328,126.881976,0.8886
24020620,화정3동,35.145027,126.876226,0.736
24020630,화정4동,35.139853,126.870336,1.0741
24020640,서창동,35.116912,126.8327,19.3584
24020660,치평동,35.152747,126.845232,2.7135
24020670,풍암동,35.125554,126.875366,4.7915
24020680,금호1동,35.135557,126.854416,1.824
24020690,금호2동,35.128364,126.857217,1.3461
24020700,동천동,35.170829,126.859738,1.1836
24030510,양림동,35.138374,126.91434,0.6251
24030520,방림1동,35.133568,126.916542,0.3483
24030530,방림2동,35.129884,126.922129,0.7566
24030540,사직동,35.144813,126.909158,0.6019
24030570,월산동,35.146616,126.899824,0.8611
24030600,월산4동,35.145917,126.891564,0.6308
24030610,월산5동,35.140396,126.894428,0.4314
24030620,백운1동,35.139771,126.90565,0.4533
24030630,백운2동,35.136118,126.903192,0.469
24030640,주월1동,35.128378,126.8959,1.5669
24030650,주월2동,35.136277,126.890203,0.8116
24030670,송암동,35.106058,126.878567,5.8479
24030680,봉선1동,35.130303,126.908642,0.7691
24030690,봉선2동,35.122219,126.913712,1.8499
24030700,대촌동,35.078356,126.827128,35.1553
24030710,진월동,35.11592,126.899693,2.6833
24030720,효덕동,35.096897,126.902993,6.6766
24040510,중흥1동,35.162726,126.910954,0.6686
24040540,중앙동,35.156726,126.906638,0.6387
24040550,임동,35.163505,126.893937,1.3021
24040560,신안동,35.168212,126.900054,1.2335
24040570,용봉동,35.179228,126.900448,3.1168
24040580,운암1동,35.175979,126.872915,0.8778
24040590,운암2동,35.174965,126.884691,1.2874
24040600,운암3동,35.184199,126.875447,1.3505
24040610,동림동,35.181176,126.859197,3.2654
24040620,우산동,35.17446,126.921248,0.9555
24040630,풍향동,35.165195,126.92612,0.6609
24040640,문화동,35.182894,126.940894,3.1741
24040650,문흥1동,35.191904,126.929853,2.1821
24040660,문흥2동,35.182355,126.918312,0.6208
24040670,두암1동,35.16969,126.928216,0.5276
24040680,두암2동,35.174166,126.937448,1.5938
24040690,두암3동,35.165125,126.939467,1.3723
24040700,삼각동,35.202941,126.906102,3.3159
24040710,매곡동,35.190778,126.888978,1.855
24040720,오치1동,35.191938,126.913434,2.2814
24040730,오치2동,35.188453,126.902083,0.6429
24040740,석곡동,35.175578,126.969495,47.9589
24040780,일곡동,35.212742,126.898699,3.0367
24040800,양산동,35.201387,126.873242,5.9391
24040810,건국동,35.23454,126.889816,26.8129
24040820,신용동,35.212788,126.862977,1.823
24040831,중흥동,35.170741,126.912645,0.8829
24050511,송정1동,35.134822,126.80454,1.4865
24050512,송정2동,35.138698,126.79101,1.3087
24050513,신흥동,35.132048,126.81162,5.447
24050514,어룡동,35.160005,126.768981,17.4682
24050515,비아동,35.212175,126.823362,4.5944
24050516,첨단2동,35.209371,126.844156,3.6326
24050517,수완동,35.191593,126.82026,4.5918
24050518,임곡동,35.21749,126.754096,29.1287
24050519,본량동,35.189416,126.709643,33.3975
24050521,신창동,35.19079,126.846653,4.0226
24050540,도산동,35.12325,126.791869,4.02
24050580,우산동,35.154953,126.815706,4.5338
24050590,월곡1동,35.167483,126.812605,0.6332
24050600,월곡2동,35.171296,126.805912,1.2298
24050630,하남동,35.194516,126.795054,15.9067
24050650,동곡동,35.096217,126.7785,16.1971
24050660,평동,35.127247,126.741622,29.0158
24050670,삼도동,35.143451,126.689097,38.7583
24050690,첨단1동,35.222067,126.837062,2.2898
24050710,운남동,35.172929,126.824664,2.8011
24050740,신가동,35.183001,126.83311,1.447
25010530,효동,36.310417,127.453347,2.427
25010550,판암1동,36.316161,127.471009,5.2659
25010560,판암2동,36.321435,127.454352,0.7892
25010570,용운동,36.332761,127.461272,3.486
25010600,자양동,36.338079,127.45001,1.1503
25010630,가양1동,36.343181,127.442121,0.9889
25010640,가양2동,36.348763,127.453482,1.7372
25010650,용전동,36.35404,127.434532,1.2017
25010680,홍도동,36.347135,127.425686,0.6333
25010730,대청동,36.37699,127.495385,63.9137
25010750,산내동,36.254178,127.459566,50.5475
25010760,중앙동,36.33194,127.434943,1.2361
25010770,신인동,36.322519,127.440951,0.8036
25010780,대동,36.329102,127.445116,0.7809
25010790,성남동,36.343766,127.433486,0.8021
25010800,삼성동,36.339379,127.425154,1.3243
25020510,은행선화동,36.330993,127.419927,1.4957
25020530,목동,36.333602,127.409209,0.712
25020540,중촌동,36.341977,127.408988,1.1968
25020550,대흥동,36.322756,127.424935,1.1975
25020560,문창동,36.317786,127.43587,0.4479
25020570,석교동,36.300466,127.440299,4.2935
25020580,대사동,36.310535,127.421977,1.9883
25020590,부사동,36.311532,127.43142,1.1726
25020600,용두동,36.330058,127.406549,0.7654
25020620,오류동,36.325212,127.405137,0.6557
25020630,태평1동,36.326896,127.398517,0.5041
25020640,태평2동,36.324446,127.39163,1.0866
25020650,유천1동,36.315523,127.392952,0.5855
25020660,유천2동,36.31834,127.399596,0.6874
25020670,문화1동,36.310489,127.412437,2.4085
25020680,문화2동,36.307368,127.402736,1.2364
25020690,산성동,36.263513,127.407542,41.6093
25030510,복수동,36.302383,127.376591,1.7848
25030511,가수원동,36.289237,127.349833,4.6632
25030512,도안동,36.319781,127.348433,5.2363
25030520,도마1동,36.318484,127.379386,1.3108
25030530,도마2동,36.319366,127.368908,2.1855
25030540,정림동,36.292009,127.363776,6.2154
25030550,변동,36.32749,127.376509,1.5068
25030560,용문동,36.33794,127.396136,0.9872
25030570,탄방동,36.34488,127.391224,1.6346
25030590,둔산1동,36.353079,127.389863,0.9165
25030600,둔산2동,36.357562,127.385684,2.5558
25030610,괴정동,36.33857,127.379976,1.2139
25030620,가장동,36.331387,127.38722,0.569
25030630,내동,36.334392,127.373274,0.9895
25030640,갈마1동,36.348341,127.367203,1.4483
25030650,갈마2동,36.345922,127.373856,0.802
25030660,월평1동,36.345649,127.358162,2.9654
25030670,월평2동,36.36211,127.374729,0.566
25030680,월평3동,36.36059,127.367138,0.6192
25030690,만년동,36.367892,127.382845,1.7054
25030710,기성동,36.242072,127.32724,49.0346
25030720,관저1동,36.306475,127.33831,1.0221
25030730,관저2동,36.292079,127.332119,4.672
25030740,둔산3동,36.353118,127.399598,0.7458
25040540,온천2동,36.368779,127.348692,7.6122
25040550,신성동,36.402629,127.357619,29.7007
25040570,전민동,36.39459,127.398601,9.0023
25040590,노은1동,36.368383,127.299689,10.3958
25040610,구즉동,36.461064,127.376485,27.3253
25040630,관평동,36.419621,127.398521,7.1863
25040640,온천1동,36.355402,127.328616,5.0104
25040660,노은2동,36.405193,127.308977,12.8419
25040670,노은3동,36.387871,127.29922,7.6651
25040680,진잠동,36.30127,127.291855,40.648
25040690,학하동,36.340683,127.297679,13.3331
25040700,상대동,36.341345,127.330131,2.4796
25040710,원신흥동,36.340356,127.34488,2.7133
25050510,오정동,36.353863,127.41408,3.062
25050520,대화동,36.368908,127.407508,3.1602
25050530,회덕동,36.397896,127.433615,16.9715
25050540,비래동,36.36236,127.455028,3.3439
25050550,중리동,36.361622,127.426838,1.4947
25050560,법1동,36.370575,127.425761,0.5026
25050570,법2동,36.375067,127.43862,2.1445
25050580,신탄진동,36.440882,127.464963,23.1777
25050590,석봉동,36.450673,127.423233,1.1178
25050600,덕암동,36.430685,127.42703,6.2739
25050610,목상동,36.44177,127.405196,5.8837
25050620,송촌동,36.364562,127.44279,1.9437
26010510,학성동,35.554815,129.334761,0.9321
26010520,반구1동,35.554643,129.345358,1.1124
26010530,반구2동,35.562313,129.33946,0.5071
26010590,우정동,35.562836,129.310248,1.4953
26010600,태화동,35.5629,129.295249,5.6336
26010610,다운동,35.569509,129.272245,8.853
26010620,병영1동,35.567046,129.346477,1.4509
26010630,병영2동,35.586423,129.339532,4.0498
26010640,약사동,35.579391,129.330484,2.7391
26010660,성안동,35.580339,129.310099,7.0697
26010670,중앙동,35.555192,129.321442,1.6493
26010681,복산동,35.564494,129.328375,1.4537
26020510,신정1동,35.543591,129.304538,1.5318
26020520,신정2동,35.528834,129.303644,2.8917
26020530,신정3동,35.545327,129.314011,1.0235
26020540,신정4동,35.529012,129.314844,0.9412
26020550,신정5동,35.545467,129.321351,0.5978
26020560,달동,35.535715,129.322,1.2937
26020570,삼산동,35.541851,129.341631,4.9633
26020580,삼호동,35.548586,129.275563,2.6072
26020590,무거동,35.542099,129.253924,3.2711
26020600,옥동,35.524269,129.287774,11.2131
26020610,야음장생포동,35.520787,129.360636,13.8765
26020620,대현동,35.526873,129.327928,1.1653
26020630,수암동,35.522436,129.3188,0.5637
26020640,선암동,35.490391,129.348991,28.5414
26030510,방어동,35.493866,129.410782,6.2141
26030520,일산동,35.498369,129.43391,2.3065
26030530,화정동,35.49434,129.420245,1.0366
26030540,대송동,35.505654,129.41376,2.8111
26030550,전하1동,35.52509,129.437297,6.5022
26030580,남목1동,35.538451,129.414615,3.0335
26030590,남목2동,35.527506,129.42186,3.5575
26030600,남목3동,35.554687,129.435824,10.5038
26030610,전하2동,35.509352,129.425108,0.6963
26040510,농소1동,35.631938,129.36748,15.2386
26040520,농소2동,35.658244,129.351128,10.9382
26040530,농소3동,35.6239,129.32086,31.097
26040540,강동동,35.615044,129.418956,61.2189
26040560,효문동,35.568681,129.372591,16.2736
26040570,송정동,35.598352,129.371853,10.763
26040580,양정동,35.553005,129.389035,6.7348
26040590,염포동,35.536365,129.399308,5.6761
26510110,온산읍,35.430214,129.331398,41.0088
26510120,언양읍,35.584802,129.159893,68.3963
26510130,온양읍,35.417193,129.255828,64.4033
26510140,범서읍,35.597053,129.246613,76.5546
26510150,청량읍,35.493018,129.26896,59.9354
26510160,삼남읍,35.53222,129.096081,31.1822
26510310,서생면,35.367837,129.313381,37.2169
26510340,웅촌면,35.46729,129.197971,51.4104
